year,state,state_po,state_fips,state_cen,state_ic,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
2020,WYOMING,WY,56,83,68,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,73491,278503,DEMOCRAT
1992,ALASKA,AK,2,94,81,"PEROT, ROSS",INDEPENDENT,FALSE,73481,258506,OTHER
1992,SOUTH DAKOTA,SD,46,45,37,"PEROT, ROSS",INDEPENDENT,FALSE,73295,336254,OTHER
2016,COLORADO,CO,8,84,62,"KOPITKE, KYLE KENLEY",INDEPENDENT AMERICAN,FALSE,1096,2780220,OTHER
1988,ALASKA,AK,2,94,81,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,72584,200116,DEMOCRAT
2016,COLORADO,CO,8,84,62,"MALDONADO, JOSEPH ALLEN",INDEPENDENT PEOPLE OF COLORADO,FALSE,872,2780220,OTHER
1996,WEST VIRGINIA,WV,54,55,56,"PEROT, ROSS",REFORM PARTY,FALSE,71639,636459,OTHER
2016,COLORADO,CO,8,84,62,"MATUREN, MICHAEL A.",AMERICAN SOLIDARITY PARTY,FALSE,862,2780220,OTHER
1976,ALASKA,AK,2,94,81,"FORD, GERALD",REPUBLICAN,FALSE,71555,123574,REPUBLICAN
1996,NEBRASKA,NE,31,46,35,"PEROT, ROSS",REFORM PARTY,FALSE,71278,677415,OTHER
1992,NORTH DAKOTA,ND,38,44,36,"PEROT, ROSS",INDEPENDENT,FALSE,71084,308133,OTHER
2004,WYOMING,WY,56,83,68,"KERRY, JOHN",DEMOCRAT,FALSE,70776,243861,DEMOCRAT
2020,FLORIDA,FL,12,59,43,"JORGENSEN, JO",LIBERTARIAN,FALSE,70324,11067456,LIBERTARIAN
1988,CALIFORNIA,CA,6,93,71,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,70105,9887065,LIBERTARIAN
1996,ARKANSAS,AR,5,71,42,"PEROT, ROSS",REFORM PARTY,FALSE,69884,884262,OTHER
2012,WYOMING,WY,56,83,68,"OBAMA, BARACK H.",DEMOCRAT,FALSE,69286,250701,DEMOCRAT
1980,KANSAS,KS,20,47,32,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,68231,979795,OTHER
1992,WYOMING,WY,56,83,68,"CLINTON, BILL",DEMOCRAT,FALSE,68160,199884,DEMOCRAT
2008,CALIFORNIA,CA,6,93,71,"BARR, BOB",LIBERTARIAN,FALSE,67582,13561900,LIBERTARIAN
2020,OHIO,OH,39,31,24,"JORGENSEN, JO",LIBERTARIAN,FALSE,67569,5922202,LIBERTARIAN
1988,WYOMING,WY,56,83,68,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,67113,176551,DEMOCRAT
1980,NEVADA,NV,32,88,65,"CARTER, JIMMY",DEMOCRAT,FALSE,66666,243692,DEMOCRAT
2020,ILLINOIS,IL,17,33,21,"JORGENSEN, JO",LIBERTARIAN,FALSE,66544,6033743,LIBERTARIAN
1996,UTAH,UT,49,87,67,"PEROT, ROSS",REFORM PARTY,FALSE,66461,665629,OTHER
2016,COLORADO,CO,8,84,62,"SILVA, ROD",NUTRITION PARTY,FALSE,751,2780220,OTHER
1992,VERMONT,VT,50,13,6,"PEROT, ROSS",INDEPENDENT,FALSE,65991,289701,OTHER
1976,MASSACHUSETTS,MA,25,14,3,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,65637,2547558,OTHER
2020,VIRGINIA,VA,51,54,40,"JORGENSEN, JO",LIBERTARIAN,FALSE,64761,4460524,LIBERTARIAN
2000,CONNECTICUT,CT,9,16,1,"NADER, RALPH",GREEN,FALSE,64452,1459525,OTHER
2016,COLORADO,CO,8,84,62,"HOEFLING, TOM",AMERICA'S PARTY,FALSE,710,2780220,OTHER
2012,NEW YORK,NY,36,21,13,BLANK VOTE/VOID VOTE/SCATTERING,,FALSE,63881,7116784,OTHER
1996,WASHINGTON,WA,53,91,73,,INDEPENDENT,FALSE,62696,2253837,OTHER
1996,IDAHO,ID,16,82,63,"PEROT, ROSS",REFORM PARTY,FALSE,62518,491711,OTHER
1976,WYOMING,WY,56,83,68,"CARTER, JIMMY",DEMOCRAT,FALSE,62239,156343,DEMOCRAT
2020,GEORGIA,GA,13,58,44,"JORGENSEN, JO",LIBERTARIAN,FALSE,62229,4999960,LIBERTARIAN
1984,ALASKA,AK,2,94,81,"MONDALE, WALTER",DEMOCRAT,FALSE,62007,207605,DEMOCRAT
1980,CALIFORNIA,CA,6,93,71,"COMMONER, BARRY",CITIZENS,FALSE,61046,8582938,OTHER
2016,COLORADO,CO,8,84,62,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,FALSE,531,2780220,OTHER
2000,WYOMING,WY,56,83,68,"GORE, AL",DEMOCRAT,FALSE,60481,213726,DEMOCRAT
2020,MICHIGAN,MI,26,34,23,"JORGENSEN, JO",LIBERTARIAN,FALSE,60381,5539302,LIBERTARIAN
2020,NEW YORK,NY,36,21,13,"JORGENSEN, JO",LIBERTARIAN,FALSE,60234,8661735,LIBERTARIAN
2020,CALIFORNIA,CA,6,93,71,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN INDEPENDENT,FALSE,60160,17500881,OTHER
1980,RHODE ISLAND,RI,44,15,5,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,59819,415967,OTHER
2000,VIRGINIA,VA,51,54,40,"NADER, RALPH",GREEN,FALSE,59398,2739447,OTHER
2020,INDIANA,IN,18,32,22,"JORGENSEN, JO",LIBERTARIAN,FALSE,59232,3033118,LIBERTARIAN
1992,DELAWARE,DE,10,51,11,"PEROT, ROSS",INDEPENDENT,FALSE,59213,289620,OTHER
2016,COLORADO,CO,8,84,62,"KENNEDY, ALYSON",SOCIALIST WORKERS,FALSE,452,2780220,OTHER
1988,CALIFORNIA,CA,6,93,71,"FULANI, LENORA",INDEPENDENT,FALSE,58999,9887065,OTHER
2016,COLORADO,CO,8,84,62,"KOTLIKOFF, LAURENCE",KOTLIKOFF FOR PRESIDENT,FALSE,392,2780220,OTHER
1976,OHIO,OH,39,31,24,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,58267,4110456,OTHER
2016,COLORADO,CO,8,84,62,"LYTTLE, BRADFORD",NONVIOLENT RESISTANCE/PACIFIST,FALSE,382,2780220,OTHER
2004,NEW YORK,NY,36,21,13,BLANK VOTE/SCATTERING,,FALSE,57230,7448266,OTHER
1976,CALIFORNIA,CA,6,93,71,"MACBRIDE, ROGER",INDEPENDENT,FALSE,56388,7803770,OTHER
2012,ILLINOIS,IL,17,33,21,"JOHNSON, GARY",LIBERTARIAN,FALSE,56229,5242014,LIBERTARIAN
2008,TEXAS,TX,48,74,49,"BARR, BOB",LIBERTARIAN,FALSE,56116,8077795,LIBERTARIAN
2016,COLORADO,CO,8,84,62,"ATWOOD, FRANK",APPROVAL VOTING PARTY,FALSE,337,2780220,OTHER
1976,ILLINOIS,IL,17,33,21,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,55939,4721282,OTHER
2016,COLORADO,CO,8,84,62,"EMIDIO """"MIMI"""", SOLTYSIK",SOCIALIST PARTY USA,FALSE,271,2780220,OTHER
1996,MONTANA,MT,30,81,64,"PEROT, ROSS",REFORM PARTY,FALSE,55229,407083,OTHER
2016,COLORADO,CO,8,84,62,"HEDGES, JAMES",PROHIBITION,FALSE,185,2780220,OTHER
2012,CALIFORNIA,CA,6,93,71,"BARR, ROSEANNE",PEACE & FREEDOM,FALSE,53824,13038547,OTHER
2016,INDIANA,IN,18,32,22,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1557286,2734958,REPUBLICAN
2000,MARYLAND,MD,24,52,52,"NADER, RALPH",GREEN,FALSE,53768,2025212,OTHER
2016,INDIANA,IN,18,32,22,"CLINTON, HILLARY",DEMOCRAT,FALSE,1033126,2734958,DEMOCRAT
1996,MISSISSIPPI,MS,28,64,46,,INDEPENDENT,FALSE,53427,893857,OTHER
1984,WYOMING,WY,56,83,68,"MONDALE, WALTER",DEMOCRAT,FALSE,53370,188968,DEMOCRAT
1980,MAINE,ME,23,11,2,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,53327,523011,OTHER
2016,INDIANA,IN,18,32,22,"JOHNSON, GARY",LIBERTARIAN,FALSE,133993,2734958,LIBERTARIAN
1992,HAWAII,HI,15,95,82,"PEROT, ROSS",INDEPENDENT,FALSE,53003,372842,OTHER
1980,NORTH CAROLINA,NC,37,56,47,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,52800,1855833,OTHER
1980,NEW YORK,NY,36,21,13,"CLARK, EDWARD """"ED""""",FREE LIBERTARIAN,FALSE,52648,6201959,OTHER
2020,COLORADO,CO,8,84,62,"JORGENSEN, JO",LIBERTARIAN,FALSE,52460,3279980,LIBERTARIAN
2020,ARIZONA,AZ,4,86,61,"JORGENSEN, JO",LIBERTARIAN,FALSE,51465,3387326,LIBERTARIAN
2016,INDIANA,IN,18,32,22,,GREEN,TRUE,7841,2734958,OTHER
1992,WYOMING,WY,56,83,68,"PEROT, ROSS",INDEPENDENT,FALSE,51263,199884,OTHER
2016,INDIANA,IN,18,32,22,"CASTLE, DARRELL L.",CONSTITUTION PARTY,TRUE,1937,2734958,OTHER
1976,CALIFORNIA,CA,6,93,71,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,51098,7803770,OTHER
2020,CALIFORNIA,CA,6,93,71,"LA RIVA, GLORIA ESTELLA",PEACE & FREEDOM,FALSE,51037,17500881,OTHER
1976,PENNSYLVANIA,PA,42,23,14,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,FALSE,50584,4620787,OTHER
2016,INDIANA,IN,18,32,22,,INDEPENDENT,TRUE,718,2734958,OTHER
2004,CALIFORNIA,CA,6,93,71,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,50165,12421353,LIBERTARIAN
2012,INDIANA,IN,18,32,22,"JOHNSON, GARY",LIBERTARIAN,FALSE,50111,2624534,LIBERTARIAN
2016,INDIANA,IN,18,32,22,"EMIDIO """"MIMI"""", SOLTYSIK",SOCIALIST PARTY USA,TRUE,57,2734958,OTHER
2012,PENNSYLVANIA,PA,42,23,14,"JOHNSON, GARY",LIBERTARIAN,FALSE,49991,5742040,LIBERTARIAN
1984,CALIFORNIA,CA,6,93,71,"BERGLAND, DAVID",LIBERTARIAN,FALSE,49951,9505041,LIBERTARIAN
2016,ARIZONA,AZ,4,86,61,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1252401,2573165,REPUBLICAN
1980,NEW HAMPSHIRE,NH,33,12,4,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,49693,383990,OTHER
2012,OHIO,OH,39,31,24,"JOHNSON, GARY",LIBERTARIAN,FALSE,49493,5580822,LIBERTARIAN
1980,WYOMING,WY,56,83,68,"CARTER, JIMMY",DEMOCRAT,FALSE,49427,176713,DEMOCRAT
1996,OREGON,OR,41,92,72,"NADER, RALPH",GREEN,FALSE,49415,1377760,OTHER
2016,ARIZONA,AZ,4,86,61,"CLINTON, HILLARY",DEMOCRAT,FALSE,1161167,2573165,DEMOCRAT
1980,OHIO,OH,39,31,24,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,49033,4283603,LIBERTARIAN
2020,NORTH CAROLINA,NC,37,56,47,"JORGENSEN, JO",LIBERTARIAN,FALSE,48678,5524802,LIBERTARIAN
2016,ARIZONA,AZ,4,86,61,"JOHNSON, GARY",LIBERTARIAN,FALSE,106327,2573165,LIBERTARIAN
2016,ARIZONA,AZ,4,86,61,"STEIN, JILL",GREEN,FALSE,34345,2573165,OTHER
1996,NEW HAMPSHIRE,NH,33,12,4,"PEROT, ROSS",REFORM PARTY,FALSE,48387,496597,OTHER
1992,CALIFORNIA,CA,6,93,71,"MARROU, ANDRE",LIBERTARIAN,FALSE,48139,11131721,LIBERTARIAN
1976,MICHIGAN,MI,26,34,23,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,47905,3651590,OTHER
2016,ARIZONA,AZ,4,86,61,,INDEPENDENT,TRUE,17473,2573165,OTHER
2016,ARIZONA,AZ,4,86,61,"CASTLE, DARRELL L.",CONSTITUTION PARTY,TRUE,1058,2573165,OTHER
2012,NEW YORK,NY,36,21,13,"JOHNSON, GARY",LIBERTARIAN,FALSE,47092,7116784,LIBERTARIAN
2020,MASSACHUSETTS,MA,25,14,3,"JORGENSEN, JO",LIBERTARIAN,FALSE,47013,3658005,LIBERTARIAN
2016,ARIZONA,AZ,4,86,61,,NO PARTY AFFILIATION,TRUE,311,2573165,OTHER
2008,OHIO,OH,39,31,24,"NADER, RALPH",INDEPENDENT,FALSE,46242,5708350,OTHER
2000,ARIZONA,AZ,4,86,61,"NADER, RALPH",GREEN,FALSE,45645,1532016,OTHER
2000,CALIFORNIA,CA,6,93,71,"BROWNE, HARRY",LIBERTARIAN,FALSE,45520,10965822,LIBERTARIAN
2012,GEORGIA,GA,13,58,44,"JOHNSON, GARY",LIBERTARIAN,FALSE,45324,3897839,LIBERTARIAN
2000,CALIFORNIA,CA,6,93,71,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,44987,10965822,OTHER
1980,NEBRASKA,NE,31,46,35,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,44854,639533,OTHER
2012,FLORIDA,FL,12,59,43,"JOHNSON, GARY",LIBERTARIAN,FALSE,44726,8474179,LIBERTARIAN
2012,NORTH CAROLINA,NC,37,56,47,"JOHNSON, GARY",LIBERTARIAN,FALSE,44515,4505372,LIBERTARIAN
2016,ARIZONA,AZ,4,86,61,,DEMOCRAT,TRUE,42,2573165,DEMOCRAT
1976,ALASKA,AK,2,94,81,"CARTER, JIMMY",DEMOCRAT,FALSE,44058,123574,DEMOCRAT
1996,NEVADA,NV,32,88,65,"PEROT, ROSS",REFORM PARTY,FALSE,43986,464279,OTHER
1996,RHODE ISLAND,RI,44,15,5,"PEROT, ROSS",REFORM PARTY,FALSE,43723,390247,OTHER
2020,NEW YORK,NY,36,21,13,BLANK VOTES,,FALSE,43541,8661735,OTHER
2012,MISSOURI,MO,29,43,34,"JOHNSON, GARY",LIBERTARIAN,FALSE,43151,2757323,LIBERTARIAN
2008,PENNSYLVANIA,PA,42,23,14,"NADER, RALPH",INDEPENDENT,FALSE,42977,6013272,OTHER
2012,WASHINGTON,WA,53,91,73,"JOHNSON, GARY",LIBERTARIAN,FALSE,42202,3125516,LIBERTARIAN
1980,ALASKA,AK,2,94,81,"CARTER, JIMMY",DEMOCRAT,FALSE,41842,158445,DEMOCRAT
1976,CALIFORNIA,CA,6,93,71,"WRIGHT, MARGARET",PEACE & FREEDOM,FALSE,41731,7803770,OTHER
1980,MICHIGAN,MI,26,34,23,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,41597,3909725,LIBERTARIAN
2020,OREGON,OR,41,92,72,"JORGENSEN, JO",LIBERTARIAN,FALSE,41582,2374321,LIBERTARIAN
2008,NEW YORK,NY,36,21,13,"NADER, RALPH",POPULIST,FALSE,41249,7722019,OTHER
2020,MISSOURI,MO,29,43,34,"JORGENSEN, JO",LIBERTARIAN,FALSE,41205,3025962,LIBERTARIAN
2004,CALIFORNIA,CA,6,93,71,"COBB, DAVID",GREEN,FALSE,40771,12421353,OTHER
2008,CALIFORNIA,CA,6,93,71,"KEYES, ALAN",AMERICAN INDEPENDENT PARTY,FALSE,40673,13561900,OTHER
1976,OREGON,OR,41,92,72,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,40207,1029876,OTHER
2012,NEW YORK,NY,36,21,13,"STEIN, JILL",GREEN,FALSE,39856,7116784,OTHER
2016,ARIZONA,AZ,4,86,61,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,TRUE,29,2573165,OTHER
1984,CALIFORNIA,CA,6,93,71,"RICHARDS, BOB",POPULIST,FALSE,39265,9505041,OTHER
2016,ARIZONA,AZ,4,86,61,"TITTLE, SHEILA """"SAMM""""",WE THE PEOPLE,TRUE,12,2573165,OTHER
1980,ILLINOIS,IL,17,33,21,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,38939,4749721,LIBERTARIAN
2004,TEXAS,TX,48,74,49,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,38787,7410749,LIBERTARIAN
2008,CALIFORNIA,CA,6,93,71,"MCKINNEY, CYNTHIA",GREEN,FALSE,38774,13561900,OTHER
2000,MISSOURI,MO,29,43,34,"NADER, RALPH",GREEN,FALSE,38515,2359892,OTHER
2020,WISCONSIN,WI,55,35,25,"JORGENSEN, JO",INDEPENDENT,FALSE,38491,3298041,OTHER
2020,UTAH,UT,49,87,67,"JORGENSEN, JO",LIBERTARIAN,FALSE,38447,1488289,LIBERTARIAN
2016,TENNESSEE,TN,47,62,54,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1522925,2508027,REPUBLICAN
2012,CALIFORNIA,CA,6,93,71,"HOEFLING, THOMAS CONRAD """"TOM""""",AMERICAN INDEPENDENT PARTY,FALSE,38372,13038547,OTHER
1980,OKLAHOMA,OK,40,73,53,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,38284,1149708,OTHER
2016,TENNESSEE,TN,47,62,54,"CLINTON, HILLARY",DEMOCRAT,FALSE,870695,2508027,DEMOCRAT
2016,TENNESSEE,TN,47,62,54,,INDEPENDENT,FALSE,100618,2508027,OTHER
2016,TENNESSEE,TN,47,62,54,,,TRUE,13789,2508027,OTHER
1980,TEXAS,TX,48,74,49,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,37643,4541636,LIBERTARIAN
2000,IOWA,IA,19,42,31,,INDEPENDENT,FALSE,37459,1353022,OTHER
2000,KANSAS,KS,20,47,32,,INDEPENDENT,FALSE,37459,1072216,OTHER
2016,ALABAMA,AL,1,63,41,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1318255,2123372,REPUBLICAN
2000,MAINE,ME,23,11,2,"NADER, RALPH",GREEN,FALSE,37127,651817,OTHER
1976,WASHINGTON,WA,53,91,73,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,36986,1555534,OTHER
2016,ALABAMA,AL,1,63,41,"CLINTON, HILLARY",DEMOCRAT,FALSE,729547,2123372,DEMOCRAT
1996,SOUTH CAROLINA,SC,45,57,48,"PEROT, ROSS",PATRIOT PARTY,FALSE,36913,1150182,OTHER
2000,GEORGIA,GA,13,58,44,"BROWNE, HARRY",LIBERTARIAN,FALSE,36332,2583208,LIBERTARIAN
2016,ALABAMA,AL,1,63,41,"JOHNSON, GARY",LIBERTARIAN,FALSE,44467,2123372,LIBERTARIAN
1980,GEORGIA,GA,13,58,44,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,36055,1596805,OTHER
1980,TENNESSEE,TN,47,62,54,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,35991,1617616,OTHER
2016,ALABAMA,AL,1,63,41,,,TRUE,21712,2123372,OTHER
2000,UTAH,UT,49,87,67,"NADER, RALPH",GREEN,FALSE,35850,770754,OTHER
2012,COLORADO,CO,8,84,62,"JOHNSON, GARY",LIBERTARIAN,FALSE,35545,2569516,LIBERTARIAN
1976,MINNESOTA,MN,27,41,33,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,FALSE,35490,1949931,OTHER
2012,MINNESOTA,MN,27,41,33,"JOHNSON, GARY",LIBERTARIAN,FALSE,35098,2936561,LIBERTARIAN
2020,MINNESOTA,MN,27,41,33,"JORGENSEN, JO",LIBERTARIAN,FALSE,34976,3277171,LIBERTARIAN
1976,WISCONSIN,WI,55,35,25,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,34943,2101336,OTHER
2016,ALABAMA,AL,1,63,41,"STEIN, JILL",GREEN,FALSE,9391,2123372,OTHER
2020,MARYLAND,MD,24,52,52,"JORGENSEN, JO",LIBERTARIAN,FALSE,33488,3037030,LIBERTARIAN
2020,TEXAS,TX,48,74,49,"HAWKINS, HOWIE",GREEN,FALSE,33396,11315056,OTHER
1980,PENNSYLVANIA,PA,42,23,14,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,33263,4561501,LIBERTARIAN
2016,SOUTH CAROLINA,SC,45,57,48,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1155389,2103027,REPUBLICAN
2008,TENNESSEE,TN,47,62,54,,INDEPENDENT,FALSE,33134,2599749,OTHER
2008,MICHIGAN,MI,26,34,23,"NADER, RALPH",NATURAL LAW,FALSE,33085,5001596,OTHER
2004,FLORIDA,FL,12,59,43,"NADER, RALPH",REFORM PARTY,FALSE,32971,7609810,OTHER
1996,WISCONSIN,WI,55,35,25,,INDEPENDENT,FALSE,32766,2196169,OTHER
2020,NEW YORK,NY,36,21,13,"HAWKINS, HOWIE",GREEN,FALSE,32753,8661735,OTHER
1976,NEW JERSEY,NJ,34,22,12,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,32717,3014472,OTHER
1996,NORTH DAKOTA,ND,38,44,36,"PEROT, ROSS",REFORM PARTY,FALSE,32515,266411,OTHER
1996,SOUTH DAKOTA,SD,46,45,37,,INDEPENDENT,FALSE,32478,323826,OTHER
2004,ILLINOIS,IL,17,33,21,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,32442,5274322,LIBERTARIAN
1996,NEW MEXICO,NM,35,85,66,"PEROT, ROSS",REFORM PARTY,FALSE,32257,556074,OTHER
2012,ARIZONA,AZ,4,86,61,"JOHNSON, GARY",LIBERTARIAN,FALSE,32100,2299254,LIBERTARIAN
2000,TENNESSEE,TN,47,62,54,,INDEPENDENT,FALSE,32084,2076181,OTHER
1980,HAWAII,HI,15,95,82,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,32021,303287,OTHER
2016,SOUTH CAROLINA,SC,45,57,48,"CLINTON, HILLARY",DEMOCRAT,FALSE,855373,2103027,DEMOCRAT
1980,VERMONT,VT,50,13,6,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,31761,213299,OTHER
1980,WEST VIRGINIA,WV,54,55,56,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,31691,737715,OTHER
2020,NEW JERSEY,NJ,34,22,12,"JORGENSEN, JO",LIBERTARIAN,FALSE,31677,4549353,LIBERTARIAN
1980,MINNESOTA,MN,27,41,33,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,31593,2051916,LIBERTARIAN
2016,SOUTH CAROLINA,SC,45,57,48,"JOHNSON, GARY",LIBERTARIAN,FALSE,49204,2103027,LIBERTARIAN
2012,VIRGINIA,VA,51,54,40,"JOHNSON, GARY",LIBERTARIAN,FALSE,31216,3854489,LIBERTARIAN
1980,KENTUCKY,KY,21,61,51,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,31127,1295627,OTHER
2016,SOUTH CAROLINA,SC,45,57,48,"MCMULLIN, EVAN",INDEPENDENCE,FALSE,21016,2103027,OTHER
1996,VERMONT,VT,50,13,6,"PEROT, ROSS",REFORM PARTY,FALSE,31024,258449,OTHER
2000,MASSACHUSETTS,MA,25,14,3,BLANK VOTE/SCATTERING,,FALSE,31022,2733964,OTHER
2008,ILLINOIS,IL,17,33,21,"NADER, RALPH",INDEPENDENT,FALSE,30948,5522371,OTHER
2012,MASSACHUSETTS,MA,25,14,3,"JOHNSON, GARY",LIBERTARIAN,FALSE,30920,3184196,LIBERTARIAN
2016,SOUTH CAROLINA,SC,45,57,48,"STEIN, JILL",GREEN,FALSE,13034,2103027,OTHER
2020,KANSAS,KS,20,47,32,"JORGENSEN, JO",LIBERTARIAN,FALSE,30574,1372303,LIBERTARIAN
1980,FLORIDA,FL,12,59,43,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,30524,3686927,LIBERTARIAN
2020,ILLINOIS,IL,17,33,21,"HAWKINS, HOWIE",GREEN,FALSE,30494,6033743,OTHER
1988,TEXAS,TX,48,74,49,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,30355,5427410,LIBERTARIAN
1980,UTAH,UT,49,87,67,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,30284,604152,OTHER
2004,NEW JERSEY,NJ,34,22,12,OTHER,INDEPENDENT,FALSE,30258,3611691,OTHER
2012,ILLINOIS,IL,17,33,21,"STEIN, JILL",GREEN,FALSE,30222,5242014,OTHER
2012,MARYLAND,MD,24,52,52,"JOHNSON, GARY",LIBERTARIAN,FALSE,30195,2707327,LIBERTARIAN
2008,MINNESOTA,MN,27,41,33,"NADER, RALPH",INDEPENDENT,FALSE,30152,2910369,OTHER
2020,TENNESSEE,TN,47,62,54,"JORGENSEN, JO",INDEPENDENT,FALSE,29877,3053851,OTHER
2016,SOUTH CAROLINA,SC,45,57,48,"CASTLE, DARRELL L.",CONSTITUTION PARTY,FALSE,5765,2103027,OTHER
2008,WASHINGTON,WA,53,91,73,"NADER, RALPH",INDEPENDENT,FALSE,29489,3036878,OTHER
1980,NEW MEXICO,NM,35,85,66,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,29459,456237,OTHER
2012,WISCONSIN,WI,55,35,25,,INDEPENDENT,FALSE,29383,3071434,OTHER
2000,IOWA,IA,19,42,31,"NADER, RALPH",GREEN,FALSE,29374,1353022,OTHER
1980,MONTANA,MT,30,81,64,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,29281,363952,OTHER
2008,INDIANA,IN,18,32,22,"BARR, BOB",LIBERTARIAN,FALSE,29257,2751054,LIBERTARIAN
1980,WASHINGTON,WA,53,91,73,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,29213,1742394,LIBERTARIAN
1980,WISCONSIN,WI,55,35,25,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,29135,2273221,LIBERTARIAN
1984,DISTRICT OF COLUMBIA,DC,11,53,55,"REAGAN, RONALD",REPUBLICAN,FALSE,29009,211288,REPUBLICAN
2016,SOUTH CAROLINA,SC,45,57,48,"SKEWES, PETER",AMERICAN,FALSE,3246,2103027,OTHER
2008,MASSACHUSETTS,MA,25,14,3,"NADER, RALPH",INDEPENDENT,FALSE,28841,3102995,OTHER
2000,ALASKA,AK,2,94,81,"NADER, RALPH",GREEN,FALSE,28747,285560,OTHER
2008,GEORGIA,GA,13,58,44,"BARR, BOB",LIBERTARIAN,FALSE,28731,3924486,LIBERTARIAN
1996,DELAWARE,DE,10,51,11,"PEROT, ROSS",UNAFFILIATED,FALSE,28719,270810,OTHER
1992,UTAH,UT,49,87,67,"GRITZ, JAMES """"BO""""",POPULIST,FALSE,28602,743998,OTHER
2016,LOUISIANA,LA,22,72,45,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1178638,2029032,REPUBLICAN
2008,FLORIDA,FL,12,59,43,"NADER, RALPH",ECOLOGY PARTY OF FLORIDA,FALSE,28124,8390744,OTHER
2016,LOUISIANA,LA,22,72,45,"CLINTON, HILLARY",DEMOCRAT,FALSE,780154,2029032,DEMOCRAT
1996,PENNSYLVANIA,PA,42,23,14,"BROWNE, HARRY",LIBERTARIAN,FALSE,28000,4501307,LIBERTARIAN
2020,SOUTH CAROLINA,SC,45,57,48,"JORGENSEN, JO",LIBERTARIAN,FALSE,27916,2514096,LIBERTARIAN
1976,DISTRICT OF COLUMBIA,DC,11,53,55,"FORD, GERALD",REPUBLICAN,FALSE,27873,168830,REPUBLICAN
2012,NEW MEXICO,NM,35,85,66,"JOHNSON, GARY",LIBERTARIAN,FALSE,27788,783758,LIBERTARIAN
1996,MICHIGAN,MI,26,34,23,"BROWNE, HARRY",LIBERTARIAN,FALSE,27670,3848844,LIBERTARIAN
2016,LOUISIANA,LA,22,72,45,"JOHNSON, GARY",LIBERTARIAN,FALSE,37978,2029032,LIBERTARIAN
